
irr,tamb,tmodule,wind,pack
526,46.53,54.0,1.9,26.08
526,46.12,53.84,2.0,26.08
519,46.12,53.59,2.0,25.87
519,46.12,53.84,2.0,25.79
514,45.88,53.43,1.9,25.65
509,45.47,52.86,1.8,25.38
509,45.71,53.03,1.7,25.08
506,45.88,53.27,1.7,24.98
504,45.47,52.62,1.7,24.97
499,45.47,52.46,1.8,24.87
489,44.25,51.48,1.8,24.71
489,44.01,51.08,1.8,24.42
482,43.84,50.26,1.9,23.9
477,43.6,50.43,2.1,23.77
475,43.03,49.45,2.1,23.68
467,43.03,49.45,2.2,23.39
459,43.03,49.29,2.2,23.23
457,42.63,49.29,2.3,23.04
452,43.03,49.29,2.3,22.91
454,43.28,49.7,2.3,22.86
452,43.44,49.45,2.2,22.7
452,43.44,49.7,2.2,22.62
442,43.84,49.86,2.1,22.55
415,43.6,49.86,2.1,22.43
437,43.84,49.86,2.1,22.3
432,43.28,49.45,2.2,22.21
427,43.44,49.45,2.1,21.94
422,43.28,49.45,1.9,21.72
415,43.03,49.45,1.8,21.4
410,42.87,49.45,1.8,21.29
410,42.46,49.29,1.6,21.24
398,42.46,48.88,1.7,20.91
396,42.46,48.64,1.7,20.52
391,42.06,48.07,1.6,20.42
393,41.81,48.07,1.6,20.33
388,41.65,47.66,1.7,20.14
378,42.06,48.07,1.9,20.01
381,41.81,48.07,1.9,19.97
374,42.06,47.91,1.9,19.85
376,41.81,47.66,1.9,19.62
366,41.49,47.26,2.0,19.41
354,41.49,46.85,1.9,19.33
361,41.49,47.09,1.9,19.05
356,40.84,46.69,1.9,18.79
352,40.68,46.53,1.8,18.68
349,40.43,46.12,1.8,18.58
342,40.03,45.47,2.1,18.44
342,40.03,45.47,2.1,18.48
337,40.03,45.06,2.3,18.39
334,40.27,45.06,2.3,18.27
332,40.03,44.9,2.3,17.97
322,40.03,44.9,2.3,17.91
325,40.27,44.9,2.2,17.55
312,40.03,44.74,2.2,17.36
312,40.27,44.74,2.1,17.11
307,40.03,44.74,1.9,16.98
304,39.86,44.25,1.7,16.8
302,39.86,44.25,1.7,16.64
292,40.03,44.25,1.5,16.47
287,39.86,44.01,1.4,16.09
287,39.86,44.25,1.4,16.0
282,40.03,44.01,1.4,15.64
277,39.86,43.84,1.5,15.35
270,39.7,43.44,1.5,15.22
268,39.7,43.03,1.5,14.91
268,39.7,43.28,1.6,14.81
260,39.46,43.03,1.5,14.48
258,39.46,42.87,1.5,14.39
255,39.46,42.87,1.5,14.03
248,39.46,42.63,1.4,13.7
246,39.29,42.46,1.5,13.06
241,39.05,42.46,1.4,12.77
238,38.89,42.06,1.5,12.6
236,38.65,41.81,1.6,12.44
229,38.24,41.65,1.5,12.24
226,38.24,41.65,1.5,12.12
219,38.08,41.08,1.6,12.06
216,37.91,40.84,1.7,11.97
219,37.67,40.84,1.8,11.89
214,37.67,40.68,1.7,11.91
211,37.51,40.68,1.7,11.66
209,37.26,40.27,1.7,11.35
204,37.1,39.86,1.7,11.28
202,37.1,39.86,1.7,11.07
197,37.1,39.86,1.7,11.0
189,36.86,39.46,1.7,10.72
224,26.7,27.68,0.6,10.58
226,26.7,27.92,0.6,10.73
229,26.7,27.68,0.7,11.09
238,26.86,28.08,0.7,11.26
238,26.86,28.08,0.8,11.38
241,26.86,28.25,0.8,11.6
248,27.11,28.49,0.9,11.77
253,27.27,28.9,0.9,12.2
255,27.27,29.06,0.9,12.38
265,27.68,29.71,0.9,12.76
268,27.68,29.46,0.8,13.09
272,27.68,29.87,0.9,13.27
275,28.08,29.87,0.9,13.47
280,28.08,30.28,0.8,13.75
290,28.25,30.68,0.7,13.78
292,28.65,31.09,0.6,14.08
292,28.9,31.25,0.6,14.27
302,28.9,31.41,0.6,14.57
304,29.06,31.82,0.6,14.74
309,29.46,32.23,0.6,14.75
314,29.71,32.71,0.6,15.07
316,29.71,32.96,0.6,15.36
322,30.03,33.28,0.7,15.55
322,30.28,33.53,0.7,15.68
330,30.44,33.69,0.8,15.96
339,30.68,34.09,0.9,16.3
342,30.68,34.34,0.9,16.52
344,30.84,34.5,0.9,16.66
347,31.25,34.91,0.9,16.81
354,31.25,35.07,1.0,17.05
354,31.41,35.72,0.9,17.07
361,31.41,35.72,0.9,17.27
361,31.82,35.88,0.9,17.37
369,32.06,36.29,0.9,17.59
369,32.23,36.53,0.9,17.73
374,32.23,36.7,0.8,18.07
378,32.47,36.86,0.8,18.18
378,32.71,37.1,0.7,18.39
381,33.12,37.51,0.7,18.49
383,33.28,37.67,0.7,18.54
388,33.28,37.91,0.6,18.6
391,33.53,38.24,0.5,18.93
396,33.69,38.48,0.5,19.21
400,34.09,38.65,0.4,19.47
408,34.34,38.89,0.4,19.74
415,34.34,39.05,0.5,19.91
420,34.5,39.29,0.5,20.41
425,34.75,39.46,0.6,20.69
432,34.75,39.7,0.6,20.87
437,34.75,39.7,0.7,21.21
442,34.75,40.03,0.7,21.5
447,34.91,40.27,0.8,21.56
449,34.91,40.43,0.8,21.54
452,34.91,40.43,0.9,21.7
454,35.07,40.84,1.0,21.84
454,35.31,40.84,1.0,22.15
459,35.31,41.25,1.0,22.25
467,35.48,41.25,1.0,22.64
477,35.48,41.81,1.0,22.88
480,35.48,41.81,1.1,23.06
484,35.48,42.22,1.2,23.16
487,35.72,42.22,1.2,23.45
492,36.13,42.63,1.2,23.58
492,36.13,42.87,1.2,23.51
494,36.53,43.03,1.0,23.66
494,36.53,43.28,1.0,23.88
504,36.86,43.44,1.1,24.32
509,36.86,43.84,1.0,24.51
511,36.86,44.01,0.9,24.59
514,37.51,44.25,0.9,24.9
523,37.67,44.5,0.8,25.08
526,37.91,44.9,0.8,25.38
533,37.67,44.9,0.8,25.37
536,37.67,45.06,0.8,25.57
538,37.91,45.47,0.8,25.78
543,37.91,45.71,0.8,25.9
545,37.67,45.71,0.9,26.14
548,37.91,45.88,0.9,26.37
553,38.24,46.12,0.9,26.46
555,38.65,46.28,0.9,26.56
565,38.89,46.69,0.9,27.01
565,39.05,46.85,0.8,27.06
572,39.46,47.09,0.8,27.3
580,39.7,47.5,0.6,27.59
575,39.86,47.66,0.6,27.66
582,40.03,47.91,0.6,27.8
589,40.43,48.07,0.6,28.05
594,40.27,48.48,0.6,28.23
592,40.03,48.48,0.6,28.28
594,40.43,48.64,0.7,28.27
602,40.84,49.29,0.7,28.59
604,41.08,49.29,0.7,28.86
610,41.49,49.45,0.7,28.93
612,41.81,50.1,0.7,29.14
620,41.65,50.26,0.7,29.25
622,41.81,50.26,0.7,29.24
620,42.46,50.67,0.7,29.36
622,42.46,50.67,0.6,29.58
625,42.87,51.24,0.6,29.57
632,43.28,51.48,0.6,29.89
632,43.6,51.65,0.6,30.17
642,42.87,52.05,0.7,30.25
644,42.87,52.05,0.7,30.61
649,42.06,52.21,0.9,30.6
651,42.06,51.48,0.9,30.67
649,42.22,51.48,1.0,30.56
647,42.87,51.65,0.9,30.74
651,42.63,51.81,1.0,30.85
656,43.28,52.21,1.0,31.04
661,43.28,52.62,1.0,31.3
661,43.44,52.46,1.1,31.57
669,43.6,52.46,1.0,31.63
673,42.87,51.81,1.0,31.74
673,43.03,52.05,1.0,31.43
671,41.81,51.48,1.1,31.68
681,41.49,50.26,1.2,32.04
683,41.65,49.7,1.3,32.32
683,41.49,49.86,1.2,32.38
690,41.08,49.45,1.4,32.71
695,40.43,49.29,1.4,33.05
700,40.68,49.86,1.6,32.96
700,40.84,50.1,1.6,33.25
695,41.25,50.67,1.5,33.37
705,41.25,50.67,1.4,33.4
712,41.49,51.65,1.4,33.66
720,41.65,51.81,1.5,33.61
712,42.06,52.21,1.6,33.7
717,42.06,52.62,1.5,33.89
722,42.06,52.62,1.4,34.08
730,41.81,52.21,1.4,34.23
730,41.08,51.48,1.6,34.45
730,40.43,50.67,1.6,34.28
730,40.27,50.67,1.9,34.34
732,40.43,50.43,1.9,34.41
734,41.49,51.48,1.7,34.56
742,41.08,51.81,1.7,34.88
742,41.25,51.81,1.8,34.91
744,41.25,52.21,1.8,34.87
744,42.06,52.86,1.7,35.12
753,42.46,53.43,1.7,35.31
755,42.87,53.43,1.5,35.48
760,43.28,53.59,1.6,35.59
760,42.87,54.0,1.6,35.79
765,43.44,54.41,1.6,35.7
765,43.6,54.81,1.5,35.87
767,43.84,54.81,1.6,35.85
777,44.01,55.22,1.5,36.2
779,44.25,55.38,1.5,36.31
774,44.9,56.11,1.6,36.41
777,44.9,56.28,1.6,36.56
782,44.25,56.52,1.5,36.55
782,44.74,56.52,1.4,36.64
784,44.5,56.68,1.4,36.99
787,44.25,56.93,1.5,36.98
789,43.84,56.93,1.5,36.83
792,43.6,56.93,1.7,37.12
799,43.6,56.93,1.7,37.3
801,43.84,57.25,1.7,37.29
799,43.44,57.25,1.8,37.49
804,43.44,57.5,1.8,37.57
804,43.6,57.66,1.8,37.79
806,43.6,58.06,1.8,37.7
806,43.44,58.06,1.8,37.66
809,43.6,58.31,1.7,37.95
814,44.5,58.71,1.6,38.18
814,44.74,58.88,1.5,38.12
821,44.5,58.88,1.4,38.26
818,44.5,59.04,1.4,38.27
821,44.9,59.28,1.4,38.45
826,45.31,59.69,1.4,38.64
826,45.31,59.69,1.4,38.68
831,45.31,59.69,1.4,38.77
833,45.88,60.09,1.4,38.99
838,45.71,60.26,1.4,38.8
833,45.71,60.26,1.5,39.09
836,45.88,60.66,1.5,39.1
840,47.26,60.09,1.5,39.09
840,47.91,60.83,1.4,39.1
838,47.91,60.66,1.4,39.33
848,47.5,60.66,1.4,39.6
853,47.5,61.23,1.3,39.6
853,47.26,61.48,1.4,39.69
850,46.85,61.23,1.4,39.72
855,46.69,60.83,1.3,39.87
853,46.12,60.83,1.4,39.74
853,45.71,61.64,1.4,39.81
853,46.12,61.88,1.4,39.78
853,46.69,62.05,1.4,39.93
858,47.09,62.21,1.2,40.07
862,47.26,62.45,1.2,40.26
865,47.5,62.45,1.2,40.16
865,47.09,62.21,1.3,39.99
862,47.66,62.45,1.3,39.98
860,48.31,62.86,1.2,39.94
862,48.64,63.02,1.1,40.11
872,48.88,63.43,1.1,40.34
867,48.88,63.26,1.1,40.34
875,49.05,63.67,1.1,40.51
872,49.29,63.83,1.1,40.49
867,49.45,63.83,1.1,40.49
875,50.1,64.0,1.0,40.72
875,50.43,63.83,0.9,40.41
870,50.83,64.0,0.8,40.39
870,51.08,63.83,0.8,40.29
870,51.24,63.83,0.8,40.48
877,50.83,64.0,0.8,40.65
879,51.24,64.4,1.0,40.7
877,51.24,64.24,1.0,40.95
882,51.48,64.65,1.0,40.98
877,51.81,65.05,1.0,40.71
877,52.05,65.21,1.0,40.81
882,53.03,65.46,1.1,41.01
882,53.43,65.46,1.1,40.79
884,53.59,65.62,1.1,40.95
879,53.59,65.21,1.0,40.94
884,53.59,65.46,1.0,41.0
884,53.84,65.78,0.8,40.97
887,53.59,65.78,0.8,41.07
887,53.43,65.78,0.8,41.12
892,53.03,65.62,0.8,41.27
895,52.62,65.21,1.0,41.44
892,52.46,65.46,1.1,41.62
898,52.21,65.05,1.2,41.59
895,52.05,65.05,1.2,41.56
895,51.08,64.4,1.3,41.5
898,50.83,64.0,1.4,41.76
898,51.24,64.4,1.5,41.83
900,51.08,64.81,1.4,41.98
900,50.67,64.81,1.4,41.83
900,50.43,64.65,1.3,42.06
907,49.7,64.24,1.3,42.24
907,48.88,63.83,1.4,42.19
915,48.31,63.67,1.5,42.15
907,48.07,63.67,1.5,42.06
912,48.07,63.83,1.6,42.14
910,47.66,63.67,1.7,42.17
912,47.26,63.43,1.7,42.18
915,47.09,63.43,1.8,42.13
910,46.69,63.26,1.9,42.1
912,46.53,63.02,1.9,42.12
910,46.12,61.64,1.8,42.04
907,47.09,63.02,1.8,41.94
907,48.07,63.43,1.7,42.01
905,49.29,64.24,1.7,42.0
907,49.05,64.65,1.6,41.85
905,49.45,65.05,1.5,41.78
905,49.29,65.05,1.4,41.68
900,49.29,65.05,1.4,41.65
900,49.7,65.21,1.2,41.53
898,49.45,65.21,1.1,41.5
892,49.45,65.46,1.0,41.31
895,50.26,65.78,0.9,41.25
895,50.67,65.78,0.9,41.78
902,51.48,66.19,0.9,42.0
910,51.08,66.19,1.0,42.2
910,51.08,66.19,1.0,42.02
912,51.81,66.19,0.9,42.12
912,52.62,66.59,0.9,42.05
910,52.46,67.0,0.9,41.91
907,52.86,66.84,0.9,41.68
905,52.62,66.59,1.1,41.86
907,52.21,67.0,1.1,41.72
900,52.62,67.0,1.3,41.39
895,51.81,66.84,1.3,41.33
895,51.81,66.59,1.6,41.58
902,50.83,65.46,1.6,41.87
900,50.26,65.21,1.7,41.58
892,52.05,66.03,1.8,41.16
884,52.05,66.19,1.9,40.69
879,52.62,66.59,1.7,40.43
870,52.05,66.43,1.7,40.46
865,52.21,66.03,1.7,40.57
882,52.62,66.19,1.7,40.73
877,53.43,66.19,1.6,40.75
875,53.27,66.19,1.5,40.7
875,53.59,65.78,1.5,40.83
879,53.43,65.62,1.6,40.85
879,54.0,66.03,1.6,41.05
882,53.43,65.78,1.6,40.95
875,53.84,66.03,1.7,41.22
877,53.43,66.03,1.6,41.18
877,53.59,65.78,1.6,41.22
882,54.0,66.03,1.6,41.37
887,54.25,65.78,1.7,41.45
887,54.25,66.43,1.6,41.31
884,55.06,66.43,1.5,41.37
887,54.65,66.43,1.5,41.28
879,55.22,66.59,1.3,41.12
879,55.22,66.59,1.3,41.0
879,55.63,66.59,1.3,40.9
882,56.11,66.59,1.3,40.99
879,55.63,66.59,1.3,40.96
879,55.06,66.03,1.3,41.09
879,54.65,65.78,1.3,41.15
879,54.81,66.03,1.3,41.11
875,55.06,66.19,1.3,40.99
872,55.06,66.59,1.5,40.94
870,55.06,66.43,1.5,40.51
867,54.25,65.78,1.5,40.69
867,54.65,65.78,1.4,40.64
862,54.41,65.78,1.4,40.44
870,51.65,64.65,1.5,40.63
870,50.83,64.0,1.6,40.56
865,51.08,64.81,1.7,40.56
867,51.48,64.65,1.9,40.42
867,51.65,64.81,1.7,40.42
862,52.05,65.46,1.6,40.31
862,52.46,65.46,1.7,40.41
862,51.24,65.05,1.7,40.29
860,50.26,64.24,1.7,40.25
862,49.29,63.02,1.8,40.01
853,48.31,61.88,1.8,39.73
850,49.86,62.86,1.7,39.69
845,49.86,63.02,1.7,39.81
850,50.1,63.43,1.8,40.11
850,50.1,63.83,1.8,39.94
850,48.64,62.86,1.9,39.87
848,48.48,62.86,2.0,39.74
840,49.05,63.26,1.9,39.78
853,48.31,62.45,2.0,39.95
850,47.5,61.88,2.0,39.92
848,47.09,60.66,2.1,39.76
845,48.48,62.21,2.1,39.65
840,48.64,61.64,2.1,39.45
840,47.26,60.83,2.2,39.35
838,45.88,59.28,2.2,39.26
836,45.47,58.31,2.3,39.34
836,45.71,58.47,2.3,39.23
828,47.26,60.09,2.3,39.03
828,47.5,60.66,2.2,38.96
821,48.07,61.23,2.0,38.72
823,48.31,61.48,1.9,38.81
826,48.31,62.05,1.8,38.8
821,47.91,61.23,1.7,39.0
823,48.31,61.88,1.7,38.88
823,47.91,62.05,1.5,38.76
821,48.64,62.45,1.4,38.77
818,49.7,62.86,1.4,38.59
818,50.1,62.86,1.4,38.63
821,49.29,62.21,1.5,38.57
816,49.05,62.45,1.6,38.51
814,49.05,62.45,1.6,38.59
809,48.64,62.05,1.6,38.44
809,49.86,62.86,1.7,38.22
806,50.1,62.86,1.7,37.62
796,50.67,62.86,1.4,37.75
792,49.29,62.86,1.3,37.59
792,49.29,62.21,1.4,37.49
789,49.05,62.45,1.3,37.54
789,48.07,61.64,1.5,37.45
787,49.05,62.21,1.5,37.44
784,49.86,62.05,1.6,37.51
784,50.1,62.21,1.6,37.33
782,50.26,62.05,1.9,37.33
784,50.83,62.45,2.0,37.62
782,50.83,62.21,2.0,37.45
774,50.26,61.48,2.2,36.38
779,49.86,61.07,2.2,37.39
777,49.7,61.23,2.1,37.4
777,49.7,61.23,2.1,37.6
779,49.7,61.48,2.1,37.58
777,49.7,61.48,2.0,37.41
772,49.7,61.64,1.9,37.25
770,49.7,61.64,1.8,37.06
767,49.05,61.23,1.8,36.97
765,49.05,61.07,1.6,36.71
757,48.64,60.66,1.6,36.57
755,48.31,60.83,1.6,36.66
753,48.31,61.07,1.6,36.44
744,47.5,60.83,1.5,36.19
737,47.5,61.07,1.4,36.0
739,47.26,60.83,1.4,35.9
730,47.66,60.42,1.5,35.78
732,47.91,60.66,1.5,35.74
737,47.5,59.85,1.6,35.84
730,47.5,59.85,1.6,35.66
730,47.91,60.26,1.6,35.21
720,48.07,60.26,1.6,35.01
720,47.5,59.85,1.6,34.94
715,47.5,59.85,1.7,35.02
715,47.09,59.69,1.8,35.04
715,47.5,59.69,1.8,34.89
712,47.5,59.69,1.7,34.82
710,47.26,59.28,1.7,34.59
705,46.28,58.88,1.8,34.55
698,46.85,59.04,1.7,34.31
698,47.09,59.28,1.7,34.14
693,47.66,59.85,1.6,33.93
693,47.5,59.69,1.6,34.07
688,47.66,59.28,1.8,33.78
690,46.85,58.47,1.8,34.07
690,46.28,57.66,1.8,33.79
683,46.69,57.9,1.7,33.65
683,46.28,57.66,1.9,33.44
673,46.28,57.5,2.0,33.23
669,46.12,57.25,2.0,33.06
669,45.47,56.52,2.1,32.9
661,45.47,56.68,2.2,32.69
659,45.71,56.68,2.2,32.66
656,45.47,57.09,2.2,32.62
656,45.31,56.68,2.0,32.55
651,45.31,56.52,2.2,32.02
642,44.9,55.79,2.2,31.56
634,44.25,55.22,2.3,31.43
632,44.25,55.06,2.3,31.46
634,44.25,55.22,2.3,31.61
637,44.25,55.06,2.3,31.65
637,44.5,55.06,2.4,31.64
634,44.9,55.38,2.4,31.58
629,45.06,55.79,2.4,31.41
627,44.5,54.25,2.3,31.29
627,44.9,54.25,2.3,31.08
617,45.06,54.65,2.2,30.7
607,44.25,54.25,2.2,30.1
602,44.01,53.84,2.2,30.06
597,44.9,54.41,2.1,30.08
602,44.74,54.65,1.9,30.09
597,44.74,54.41,1.9,30.15
599,44.01,54.0,2.2,30.02
597,44.01,53.84,2.2,29.72
589,44.01,53.84,2.0,29.44
587,43.84,53.84,2.0,29.38
587,44.01,53.84,2.0,29.23
582,43.03,53.03,2.0,29.09
580,43.44,52.86,2.2,29.01
580,43.28,53.27,2.1,29.05
577,43.44,53.43,2.0,29.07
580,43.44,53.59,2.0,28.75
567,43.44,53.43,1.8,28.48
570,43.28,53.43,1.8,28.45
567,43.28,53.27,1.8,28.21
558,43.28,53.27,1.7,28.18
565,43.03,53.27,1.6,28.2
563,43.28,53.27,1.7,28.19
563,43.44,53.43,1.8,28.06
560,43.44,53.43,1.7,27.73
553,44.01,53.59,1.7,27.72
550,44.25,53.43,1.8,27.5
550,44.01,53.27,1.8,27.22
543,44.25,53.59,1.7,27.03
543,44.74,53.59,1.7,26.95
538,44.74,53.43,1.6,26.66
536,44.01,52.86,1.6,26.72
533,44.25,52.86,1.7,26.64
526,44.5,53.27,1.7,26.52
531,44.25,52.86,1.8,26.33
526,43.84,52.21,1.9,26.27
523,43.84,52.21,1.9,26.09
521,43.84,52.46,1.9,25.94
516,43.6,51.81,2.1,25.8
514,43.84,52.21,2.1,25.53
509,43.44,51.81,2.0,25.29
501,43.84,51.81,2.0,25.11
504,43.44,51.81,2.0,24.95
497,43.6,51.48,2.0,24.73
492,43.6,51.24,2.0,24.64
492,43.6,51.24,2.0,24.7
494,42.87,50.43,2.2,24.6
487,42.63,50.43,2.2,24.28
482,42.87,50.43,2.3,24.07
480,42.87,50.43,2.3,23.99
475,43.03,50.26,2.3,23.72
465,43.03,50.43,2.2,23.34
459,43.44,50.43,2.1,23.22
461,43.44,50.43,2.1,23.22
459,43.84,50.43,1.9,23.03
454,44.25,50.26,1.8,22.76
447,43.6,49.86,1.7,22.5
447,43.84,49.86,1.6,22.37
444,44.01,50.1,1.5,22.28
439,44.25,50.26,1.5,22.11
437,43.84,50.1,1.4,21.96
432,44.01,50.1,1.4,21.81
425,44.25,49.86,1.5,21.6
420,44.5,49.86,1.6,21.43
417,44.5,49.7,1.5,21.2
413,44.25,49.45,1.3,20.99
410,44.01,49.45,1.3,20.76
403,44.5,49.29,1.3,20.61
400,44.25,49.05,1.4,20.49
398,44.01,49.05,1.4,20.24
391,43.84,49.05,1.3,20.21
393,43.6,49.05,1.2,20.05
388,43.6,48.88,1.1,19.85
383,43.28,48.64,1.1,19.69
378,43.03,48.31,1.1,19.37
371,42.87,47.91,1.3,19.26
376,42.87,47.91,1.3,19.07
369,42.22,47.5,1.4,18.94
364,41.65,46.85,1.5,18.75
361,41.65,46.53,1.6,18.68
356,41.25,46.28,1.8,18.53
352,41.08,46.12,1.8,18.53
352,40.84,45.88,2.0,18.38
344,40.27,45.47,2.1,18.18
347,40.03,45.06,2.1,18.08
339,39.86,45.06,2.1,17.87
334,39.7,44.5,2.2,17.61
332,39.7,44.25,2.2,17.46
327,39.29,44.01,2.2,17.12
320,39.05,43.6,2.2,16.86
314,38.89,43.6,2.2,16.96
314,38.89,43.6,2.2,16.88
309,38.65,43.44,2.1,16.74
307,39.05,43.28,2.0,16.7
307,38.89,43.28,1.9,16.62
304,38.89,43.03,1.9,16.42
297,38.65,42.63,1.8,16.26
294,38.48,42.63,1.7,16.02
292,38.24,42.63,1.6,15.89
285,38.08,42.22,1.7,15.49
282,37.91,41.81,1.8,15.34
277,37.26,41.49,2.0,14.96
270,37.1,41.25,2.1,14.77
272,37.26,41.08,2.1,14.61
265,36.86,41.08,2.2,14.33
265,36.86,40.84,2.2,14.31
260,36.7,40.68,2.3,14.06
253,36.7,40.27,2.3,13.91
255,36.53,40.27,2.3,13.59
248,36.29,40.03,2.2,13.37
241,36.29,39.86,2.2,13.17
238,36.29,39.86,2.1,12.51
233,36.29,39.7,2.0,11.96
231,36.13,39.7,2.0,11.71
224,35.88,39.05,2.1,11.51
221,35.72,39.05,2.0,11.36
219,35.88,39.05,2.0,11.39
219,35.48,38.65,2.0,11.12
214,35.72,38.48,2.0,10.98
209,35.48,38.24,2.0,10.89
204,35.48,38.24,2.0,10.78
204,35.48,38.08,2.0,10.63
199,35.31,37.91,2.1,10.44
199,35.07,37.67,2.1,10.24
192,35.07,37.26,2.0,10.05
187,35.31,37.26,2.0,9.87
187,35.31,37.26,1.9,9.61
171,35.31,37.1,1.9,9.44
211,24.51,24.91,1.1,9.79
211,24.67,25.08,1.1,9.95
219,24.91,25.32,1.1,10.2
224,24.91,25.73,1.1,10.46
224,25.08,25.73,1.1,10.71
231,25.08,26.13,1.1,10.95
238,25.08,26.29,1.2,11.16
238,25.32,26.46,1.2,11.47
243,25.48,26.7,1.2,11.56
246,25.48,26.86,1.2,11.77
250,25.89,27.27,1.1,12.07
258,25.89,27.68,1.0,12.25
255,26.13,27.92,1.0,12.37
263,26.29,28.08,1.0,12.68
270,26.46,28.49,1.0,12.88
272,26.46,28.49,1.0,12.99
275,26.7,28.9,1.0,13.16
277,26.86,29.06,1.0,13.36
285,26.86,29.46,1.0,13.67
292,27.11,29.71,1.1,13.86
294,27.27,29.87,1.1,14.05
302,27.51,30.28,1.1,14.35
309,27.68,30.68,1.0,14.63
309,27.92,30.68,1.0,14.98
316,27.92,31.09,1.0,15.24
322,28.08,31.25,1.0,15.56
322,28.25,31.41,1.0,15.78
330,28.25,32.23,1.0,15.84
330,28.49,32.71,1.0,15.93
332,28.65,32.71,1.0,16.18
344,28.65,33.12,1.1,16.44
344,28.65,33.12,1.0,16.52
352,29.06,33.53,1.0,16.98
356,29.06,33.69,1.0,17.21
361,29.46,33.93,0.9,17.54
366,29.71,34.34,0.9,17.86
374,29.71,34.5,0.9,18.02
376,30.03,34.75,0.9,18.38
383,30.28,35.07,0.9,18.43
386,30.44,35.31,0.8,18.65
388,30.84,35.72,0.8,18.82
393,31.25,35.72,0.8,19.11
396,31.25,36.29,0.9,19.41
400,31.41,36.29,0.9,19.66
408,31.66,36.7,1.0,19.68
410,31.82,37.1,1.0,20.01
410,31.82,37.1,1.0,20.05
417,32.23,37.51,1.0,20.3
425,32.47,37.67,1.0,20.63
425,32.47,37.91,1.0,20.98
430,32.47,38.08,1.1,21.21
432,32.71,38.48,1.0,21.33
437,32.96,38.89,1.0,21.42
444,33.28,39.05,1.0,21.49
447,33.53,39.29,1.0,21.85
452,33.53,39.7,1.0,22.17
459,33.69,39.7,1.1,22.51
457,33.93,39.86,1.1,22.72
465,33.93,40.27,1.3,22.76
461,34.09,40.03,1.3,22.83
470,34.09,40.27,1.4,23.02
472,34.34,40.68,1.5,23.15
477,34.5,40.68,1.6,23.43
480,34.5,40.84,1.6,23.75
482,34.5,41.08,1.6,23.81
489,34.75,41.49,1.6,24.0
494,34.91,41.25,1.6,24.21
494,34.75,41.65,1.6,24.43
501,34.91,42.06,1.4,24.54
504,35.07,42.46,1.4,24.88
509,35.31,42.46,1.3,25.01
511,35.48,42.87,1.3,25.04
516,35.72,43.03,1.2,25.38
519,35.72,43.03,1.2,25.51
523,36.13,43.44,1.1,25.85
526,36.13,43.6,1.1,25.89
531,36.29,44.01,0.9,26.1
533,36.29,44.25,0.9,26.31
533,36.53,44.5,0.9,26.49
538,36.86,45.06,0.9,26.55
538,36.86,45.06,0.8,26.8
545,37.26,45.31,0.9,26.93
555,37.26,45.88,0.8,27.28
555,37.67,45.88,0.8,27.61
565,38.08,46.28,0.8,27.84
563,38.24,46.69,0.8,27.79
570,38.65,46.69,0.8,27.96
572,39.05,47.09,0.7,28.05
575,39.05,47.26,0.7,28.22
582,38.89,47.5,0.7,28.48
585,38.65,47.09,0.8,28.61
587,38.89,47.09,0.8,28.84
589,38.89,47.66,0.9,28.81
589,39.05,47.5,0.9,28.93
594,38.48,47.5,0.9,29.09
607,38.08,47.5,1.1,29.29
604,37.91,47.26,1.1,29.51
610,38.24,47.5,1.3,29.83
615,38.08,47.5,1.4,30.06
620,37.67,47.66,1.5,30.16
625,37.67,47.66,1.5,30.24
622,37.67,47.91,1.6,30.42
625,37.67,47.91,1.6,30.58
627,37.91,47.91,1.7,30.58
629,38.08,48.48,1.6,30.68
632,37.91,48.88,1.5,30.71
637,38.08,49.05,1.5,30.93
639,38.08,49.05,1.3,30.94
647,38.24,49.29,1.3,31.26
649,38.08,49.29,1.3,31.44
651,38.48,49.7,1.2,31.57
651,38.65,49.86,1.2,31.62
656,38.48,49.86,1.3,31.75
656,38.65,49.86,1.3,31.86
659,39.05,50.1,1.3,31.92
664,39.46,50.26,1.3,32.17
669,39.46,50.67,1.3,32.45
671,40.03,50.83,1.3,32.64
673,39.86,51.24,1.3,32.63
673,40.27,51.24,1.3,32.74
678,40.43,51.65,1.3,32.83
686,40.68,52.05,1.1,32.82
686,40.84,52.05,1.1,33.24
690,40.03,51.48,1.2,33.52
695,40.03,51.65,1.2,33.68
703,39.86,51.48,1.3,33.95
703,39.7,51.24,1.5,33.96
708,39.7,51.65,1.6,33.95
708,39.86,51.65,1.6,34.08
708,39.86,51.65,1.6,34.16
710,39.7,51.48,1.7,34.21
717,39.29,51.48,1.8,34.4
725,38.89,51.48,1.8,34.68
727,38.89,51.48,1.8,34.88
732,38.65,51.48,1.8,35.07
727,38.24,51.24,1.8,34.94
737,38.48,51.65,1.9,35.37
734,38.89,51.81,1.9,35.4
739,38.48,51.65,1.9,35.53
742,38.48,51.48,2.0,35.46
742,38.48,51.65,2.0,35.77
747,38.24,51.48,1.9,35.89
753,38.08,51.65,2.1,36.16
755,38.08,51.65,2.1,36.23
749,37.91,51.24,2.2,36.18
753,38.08,51.65,2.2,36.22
760,37.67,51.24,2.2,36.26
762,38.65,51.81,2.3,36.49
762,38.65,52.21,2.2,36.73
767,38.89,52.62,2.1,36.86
770,39.29,52.62,2.1,36.92
